Accident_ID,Latitude,Longitude,Date,Time,Day_of_Week,Traffic_Volume,Road_Type,Speed_Limit,Weather_Condition,Visibility,Lighting_Condition,Proximity_to_Intersection,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Pedestrian_Involved,Driver_Distraction
A01487,8.5954,77.349,2024-01-20,00:57:03,Friday,1911,Urban,50,Overcast,740,Night,197,1,2,3,Yes,None
A01488,10.0558,77.283,2024-08-29,21:29:03,Friday,1733,Residential,70,Rain,1401,Night,122,1,3,1,No,Mobile
A01489,9.2057,75.2231,2024-12-03,17:36:21,Sunday,1962,Residential,50,Rain,825,Night,82,1,3,0,No,Fatigue
A01490,9.1317,74.7862,2024-02-20,08:47:49,Sunday,278,Urban,30,Rain,1611,Daylight,186,2,3,1,No,Alcohol
A01491,10.0939,77.4532,2024-03-06,14:42:03,Saturday,605,Highway,30,Clear,1452,Night,95,3,4,0,No,Alcohol
A01492,9.0871,74.2771,2024-02-25,05:41:26,Sunday,388,Highway,30,Overcast,1135,Night,159,1,4,3,No,Alcohol
A01493,9.1482,74.9768,2024-06-05,15:33:17,Friday,572,Urban,30,Clear,1579,Night,16,1,2,1,No,Alcohol
A01494,10.7629,75.9755,2024-01-16,08:10:52,Tuesday,651,Urban,60,Overcast,267,Daylight,23,3,2,3,No,None
A01495,11.522,76.8496,2024-06-30,22:37:28,Sunday,527,Residential,70,Overcast,1136,Night,167,2,1,0,No,Alcohol
A01496,12.174,74.6586,2024-10-28,12:54:41,Tuesday,1205,Urban,60,Clear,128,Night,134,2,4,3,No,Alcohol
A01497,12.2801,74.0173,2024-10-29,22:14:37,Tuesday,749,Residential,50,Clear,528,Night,137,1,2,0,No,None
A01498,8.7505,77.4198,2024-03-07,04:12:34,Thursday,488,Highway,30,Overcast,1866,Daylight,54,3,1,3,Yes,None
A01499,9.7074,74.0974,2024-05-05,15:43:07,Tuesday,1100,Highway,30,Fog,508,Night,144,3,4,2,Yes,Fatigue
A01500,10.5992,74.6141,2024-08-05,05:22:58,Tuesday,923,Residential,70,Rain,1941,Night,190,2,1,3,Yes,None
A01501,10.822,75.9569,2024-10-13,19:27:19,Tuesday,1902,Residential,30,Clear,1247,Night,166,2,4,1,No,None
A01502,12.0296,74.1703,2024-07-05,06:01:03,Tuesday,1942,Highway,40,Fog,654,Night,172,3,4,2,No,Alcohol
A01503,10.921,74.0775,2024-06-02,05:36:31,Friday,534,Highway,70,Overcast,1601,Night,38,1,4,0,Yes,Fatigue
A01504,11.0477,76.905,2024-10-31,15:37:47,Thursday,418,Residential,50,Clear,1530,Night,118,2,1,0,No,Fatigue
A01505,11.9015,76.4057,2024-08-29,19:49:42,Sunday,830,Urban,30,Fog,430,Daylight,170,1,4,1,Yes,None
A01506,10.2507,74.3531,2024-03-06,04:13:01,Saturday,841,Highway,60,Overcast,1944,Night,52,3,1,3,No,Alcohol
A01507,10.6425,75.0173,2024-01-15,07:23:15,Sunday,968,Residential,70,Overcast,1803,Night,132,1,2,1,No,Alcohol
A01508,8.2661,75.92,2024-02-06,00:31:14,Monday,1848,Highway,40,Clear,1055,Daylight,62,3,3,3,Yes,Fatigue
A01509,10.2718,75.6692,2024-07-10,11:55:16,Saturday,1200,Urban,70,Rain,1913,Night,132,3,3,1,Yes,None
A01510,8.2216,75.3365,2024-07-02,21:09:59,Saturday,1467,Residential,30,Fog,1379,Night,78,2,3,3,Yes,Alcohol
A01511,10.8368,75.8204,2024-11-10,09:57:23,Thursday,1157,Highway,60,Clear,670,Daylight,50,3,3,3,Yes,Alcohol
A01512,8.0273,76.3812,2024-03-11,10:21:49,Thursday,1477,Residential,40,Overcast,824,Night,154,1,4,1,No,None
A01513,9.7894,74.2516,2024-04-13,16:07:53,Thursday,1143,Highway,70,Rain,590,Night,144,1,2,2,No,Mobile
A01514,8.4627,76.7489,2024-09-19,21:56:24,Saturday,1660,Highway,70,Clear,1455,Night,103,3,1,1,No,Mobile
A01515,8.1713,77.0598,2024-10-31,11:14:57,Thursday,1514,Highway,30,Overcast,530,Daylight,191,3,1,3,Yes,Fatigue
A01516,11.5438,74.6937,2024-12-12,01:52:45,Thursday,673,Highway,70,Rain,1747,Daylight,103,2,2,1,Yes,Fatigue
A01517,9.4132,74.9799,2024-05-07,16:03:57,Monday,445,Highway,70,Overcast,1955,Night,141,1,1,3,No,Mobile
A01518,11.2838,77.2947,2024-01-05,18:04:05,Tuesday,326,Highway,50,Fog,808,Night,166,1,3,3,Yes,Fatigue
A01519,8.5368,74.7439,2024-08-05,18:11:56,Sunday,435,Highway,70,Clear,394,Daylight,94,2,4,3,No,Fatigue
A01520,9.4005,77.2488,2024-11-23,16:43:37,Wednesday,315,Highway,50,Clear,579,Daylight,19,1,3,2,No,Mobile
A01521,9.39,74.622,2024-08-04,10:30:18,Saturday,1555,Urban,60,Clear,1527,Night,40,1,2,3,Yes,Mobile
A01522,8.4925,76.4431,2024-07-06,10:51:37,Monday,1942,Highway,40,Clear,1670,Night,42,2,2,1,Yes,Alcohol
A01523,10.8799,77.0058,2024-06-29,00:46:28,Sunday,1926,Urban,70,Rain,323,Daylight,56,2,1,3,Yes,None
A01524,10.8476,76.7387,2024-09-30,16:27:06,Saturday,254,Residential,40,Clear,353,Night,140,2,1,2,Yes,None
A01525,10.3508,77.0601,2024-09-14,21:20:17,Tuesday,602,Residential,30,Rain,137,Night,172,3,4,1,No,Fatigue
A01526,11.6732,76.132,2024-03-28,19:41:11,Friday,833,Urban,30,Clear,1769,Daylight,36,1,3,1,No,None
A01527,8.6772,74.4595,2024-04-04,11:32:39,Thursday,765,Urban,30,Overcast,360,Daylight,28,2,3,2,Yes,None
A01528,10.3912,75.9818,2024-12-20,10:14:39,Tuesday,1290,Urban,30,Rain,162,Daylight,196,3,4,1,Yes,Alcohol
A01529,8.8775,74.6441,2024-07-27,21:09:12,Friday,1593,Highway,60,Overcast,1009,Night,153,1,3,1,Yes,Fatigue
A01530,10.5073,74.5309,2024-10-27,00:17:03,Wednesday,1678,Residential,30,Rain,1515,Daylight,192,3,1,3,No,Alcohol
A01531,8.3879,74.4379,2024-12-03,16:55:40,Monday,1241,Highway,60,Rain,1245,Night,143,1,1,2,Yes,Alcohol
A01532,8.8894,77.2132,2024-11-15,00:14:05,Saturday,1576,Highway,50,Overcast,1152,Daylight,101,2,3,2,Yes,Alcohol
A01533,10.5941,76.9862,2024-01-06,21:58:33,Friday,1155,Urban,50,Overcast,1606,Daylight,89,3,2,1,Yes,Alcohol
A01534,10.9355,75.0416,2024-01-11,03:05:45,Friday,1399,Urban,60,Rain,1743,Daylight,117,2,3,0,No,Alcohol
A01535,9.4004,75.3427,2024-08-20,04:16:26,Saturday,526,Residential,30,Rain,359,Night,163,1,3,0,No,Mobile
A01536,12.3974,74.5081,2024-03-17,23:28:22,Wednesday,250,Highway,60,Overcast,123,Night,74,3,1,3,No,Alcohol
A01537,9.4911,76.192,2024-12-30,20:38:00,Friday,379,Highway,50,Fog,1790,Night,103,2,4,2,No,Fatigue
A01538,8.9473,75.073,2024-01-22,17:53:51,Saturday,1792,Highway,50,Fog,274,Night,200,2,3,2,No,Mobile
A01539,11.2752,76.4571,2024-03-27,19:27:57,Friday,812,Urban,60,Overcast,1271,Night,37,1,2,1,No,Alcohol
A01540,8.6546,75.3828,2024-09-24,09:25:57,Thursday,913,Residential,40,Fog,1460,Daylight,30,3,2,3,No,Mobile
A01541,8.4412,75.505,2024-10-25,20:45:50,Tuesday,1265,Highway,40,Fog,290,Daylight,102,1,3,0,Yes,Fatigue
A01542,9.2781,76.0387,2024-03-10,05:27:03,Monday,1103,Residential,70,Fog,1334,Night,63,2,2,1,No,Alcohol
A01543,12.338,75.3569,2024-10-02,05:37:52,Wednesday,1144,Highway,50,Rain,303,Daylight,52,1,3,3,Yes,Alcohol
A01544,10.2005,77.2394,2024-07-29,23:35:42,Tuesday,973,Urban,60,Fog,347,Night,79,1,4,3,Yes,Alcohol
A01545,11.0571,74.3495,2024-04-30,12:17:42,Friday,1464,Highway,50,Overcast,1554,Daylight,109,1,1,0,Yes,Alcohol
A01546,8.9881,74.9009,2024-05-26,21:29:22,Friday,1441,Urban,70,Clear,1618,Daylight,44,2,4,1,Yes,Fatigue
A01547,10.512,76.0638,2024-03-24,23:20:19,Wednesday,1192,Urban,30,Fog,1735,Night,109,2,1,1,No,Fatigue
A01548,8.6589,77.2004,2024-04-14,21:18:25,Saturday,1499,Residential,40,Overcast,371,Night,43,3,4,3,No,Alcohol
A01549,11.2011,75.5102,2024-10-09,13:50:14,Wednesday,954,Urban,70,Rain,1913,Daylight,176,2,3,1,Yes,Mobile
A01550,9.0751,76.5317,2024-12-16,00:21:34,Tuesday,1031,Residential,50,Clear,1035,Night,98,1,3,2,No,Fatigue
A01551,12.2231,76.6244,2024-07-31,05:05:00,Monday,506,Urban,70,Rain,1561,Night,49,3,3,3,Yes,Alcohol
A01552,8.6425,75.3333,2024-04-12,15:14:15,Friday,1028,Highway,30,Overcast,985,Daylight,121,2,1,3,Yes,None
A01553,8.2935,74.7827,2024-03-19,22:08:12,Sunday,1178,Urban,40,Fog,1367,Night,13,1,4,3,Yes,Fatigue
A01554,11.4581,75.0721,2024-08-13,11:51:51,Monday,1203,Residential,30,Clear,1717,Night,121,3,4,3,Yes,None
A01555,12.3728,75.3707,2024-12-18,09:41:00,Tuesday,1642,Highway,50,Rain,819,Night,95,3,4,2,No,Fatigue
A01556,12.2896,76.7843,2024-12-26,01:00:23,Thursday,600,Highway,40,Clear,567,Night,16,3,4,0,Yes,None
A01557,9.038,76.9413,2024-08-03,11:27:34,Saturday,1054,Highway,50,Fog,2000,Daylight,11,1,2,2,No,None
A01558,11.1668,74.5636,2024-05-04,05:53:46,Friday,1491,Urban,60,Overcast,902,Night,128,1,1,3,No,Alcohol
A01559,10.9174,77.4021,2024-04-06,10:00:50,Wednesday,735,Highway,60,Rain,424,Night,134,3,3,1,No,None
A01560,9.4527,77.4038,2024-09-20,06:23:25,Monday,600,Residential,30,Clear,1574,Daylight,97,3,1,1,No,Mobile
A01561,10.6693,74.3035,2024-07-21,21:04:54,Sunday,1124,Urban,50,Clear,1534,Daylight,17,1,4,0,No,Alcohol
A01562,10.4251,76.1377,2024-03-24,06:54:36,Friday,1700,Urban,70,Rain,846,Night,193,2,2,3,No,Alcohol
A01563,9.1519,74.7824,2024-12-06,00:21:38,Saturday,497,Urban,30,Fog,1513,Night,17,1,4,3,Yes,Alcohol
A01564,8.7558,75.5676,2024-02-17,08:35:10,Monday,1631,Residential,50,Fog,1484,Night,24,2,1,3,No,Alcohol
A01565,12.1244,77.1428,2024-07-18,03:31:35,Thursday,792,Highway,40,Overcast,881,Daylight,199,1,1,0,Yes,None
A01566,8.5398,74.3627,2024-07-12,06:42:09,Sunday,1983,Highway,30,Overcast,547,Night,99,3,3,0,No,None
A01567,9.754,74.8754,2024-04-07,06:01:36,Sunday,1336,Highway,40,Rain,927,Daylight,138,2,3,3,No,Mobile
A01568,11.9809,74.1564,2024-08-13,11:17:22,Monday,314,Urban,50,Clear,1086,Night,84,2,2,1,No,Mobile
A01569,9.251,76.3,2024-05-05,08:27:28,Monday,1087,Highway,60,Fog,1156,Daylight,106,1,3,3,Yes,None
A01570,10.0201,75.9114,2024-04-06,03:44:38,Thursday,1818,Urban,70,Clear,1447,Daylight,70,3,2,3,Yes,Mobile
A01571,10.5631,75.8259,2024-09-11,20:07:15,Friday,1087,Highway,60,Overcast,1803,Night,140,2,4,2,Yes,None
A01572,11.7042,75.237,2024-09-08,07:47:53,Tuesday,926,Highway,40,Clear,742,Night,18,2,3,2,Yes,None
A01573,10.6274,76.9038,2024-11-10,09:48:09,Saturday,1295,Highway,50,Fog,1310,Daylight,103,3,1,1,Yes,Fatigue
A01574,9.0199,75.8974,2024-05-13,19:32:29,Wednesday,1561,Residential,40,Fog,1208,Night,25,3,2,3,Yes,Fatigue
A01575,12.0372,76.6067,2024-05-01,03:50:14,Sunday,1821,Urban,70,Clear,934,Night,151,3,4,2,Yes,Fatigue
A01576,12.4234,75.8718,2024-08-26,16:43:19,Saturday,1320,Urban,40,Overcast,1270,Night,20,3,2,1,No,Mobile
A01577,10.7676,75.795,2024-09-13,11:01:58,Saturday,1947,Urban,70,Fog,172,Night,125,2,4,2,No,Alcohol
A01578,12.3574,74.6149,2024-08-15,14:00:24,Tuesday,1171,Urban,40,Fog,912,Night,167,1,3,2,Yes,Fatigue
A01579,10.2591,76.63,2024-02-14,01:59:50,Sunday,873,Urban,70,Clear,1349,Daylight,45,2,2,2,Yes,Fatigue
A01580,12.2121,74.6749,2024-01-30,09:04:25,Sunday,1716,Residential,70,Overcast,1308,Night,13,2,1,3,Yes,Mobile
A01581,11.1916,76.9,2024-02-24,11:46:30,Monday,1059,Urban,30,Fog,563,Night,179,3,1,0,Yes,None
A01582,8.4245,77.1835,2024-07-16,16:03:01,Wednesday,1755,Urban,40,Overcast,640,Night,70,1,1,3,No,Fatigue
A01583,10.5443,77.128,2024-08-03,21:17:01,Sunday,1529,Residential,60,Clear,1357,Night,106,1,1,3,No,Mobile
A01584,12.0562,74.5917,2024-10-03,08:45:52,Saturday,1132,Highway,70,Overcast,1751,Night,125,2,1,3,Yes,Alcohol
A01585,9.6042,77.0497,2024-09-14,17:30:56,Wednesday,526,Urban,70,Clear,389,Daylight,21,3,2,1,Yes,Mobile
A01586,10.7416,74.1584,2024-01-07,04:04:16,Sunday,964,Highway,40,Rain,336,Daylight,172,2,4,3,Yes,Alcohol
A01587,12.388,75.1434,2024-04-03,13:59:21,Thursday,733,Urban,30,Fog,1454,Night,178,3,2,2,No,Mobile
A01588,9.8644,76.3317,2024-11-02,10:32:12,Tuesday,765,Urban,50,Rain,1982,Daylight,89,2,2,0,Yes,Mobile
A01589,9.8006,74.0313,2024-02-14,14:06:14,Thursday,1834,Urban,40,Rain,1793,Daylight,99,1,1,1,No,None
A01590,9.4922,76.3656,2024-05-06,17:04:49,Wednesday,1987,Residential,70,Overcast,514,Night,149,1,4,2,Yes,Alcohol
A01591,11.7255,74.7283,2024-07-18,01:02:37,Monday,320,Residential,40,Clear,1677,Daylight,30,1,1,2,No,None
A01592,12.2307,75.7567,2024-12-29,04:42:08,Monday,614,Residential,40,Clear,769,Night,104,2,3,2,Yes,None
A01593,9.132,75.2837,2024-09-18,16:37:15,Sunday,1083,Residential,40,Rain,355,Night,144,2,1,3,Yes,Mobile
A01594,11.6725,74.6287,2024-10-10,06:58:07,Saturday,1225,Residential,60,Overcast,1770,Daylight,141,2,2,3,No,Alcohol
A01595,12.2317,75.7469,2024-11-27,07:35:11,Friday,1948,Highway,40,Rain,1789,Night,130,1,2,2,Yes,Mobile
A01596,12.3961,76.4611,2024-09-04,19:29:20,Thursday,950,Urban,70,Rain,1766,Night,171,2,4,0,No,Fatigue
A01597,12.1353,74.8985,2024-06-20,01:08:24,Friday,828,Residential,30,Fog,1272,Daylight,16,1,3,2,No,Fatigue
A01598,10.4303,74.1115,2024-01-04,20:19:41,Monday,827,Residential,70,Clear,650,Daylight,161,3,1,1,Yes,None
A01599,10.7354,76.8093,2024-12-03,20:03:36,Tuesday,212,Urban,50,Clear,594,Night,30,1,4,0,Yes,Fatigue
A01600,9.4655,77.2726,2024-01-31,21:25:09,Wednesday,1248,Urban,40,Overcast,1603,Daylight,130,3,4,3,No,None
A01601,9.2402,77.1482,2024-09-01,05:37:52,Thursday,1315,Residential,50,Rain,1296,Night,70,1,4,0,Yes,Alcohol
A01602,8.2184,74.3833,2024-02-10,17:32:14,Sunday,1186,Highway,70,Overcast,1941,Night,64,3,4,0,Yes,Mobile
A01603,8.5701,75.608,2024-07-02,04:51:45,Sunday,1159,Urban,40,Clear,1692,Daylight,125,2,3,1,No,Mobile
A01604,9.6423,75.1754,2024-02-29,20:31:04,Monday,1243,Urban,70,Overcast,1752,Daylight,87,2,4,0,No,Fatigue
A01605,12.4877,77.2054,2024-06-27,14:29:47,Friday,1654,Urban,70,Clear,792,Night,115,1,2,3,Yes,Fatigue
A01606,10.3721,75.8784,2024-03-08,12:59:33,Wednesday,1910,Urban,30,Rain,393,Night,176,2,3,0,Yes,Alcohol
A01607,11.4732,75.8484,2024-06-26,07:59:33,Tuesday,379,Urban,40,Rain,133,Daylight,122,2,1,2,No,Fatigue
A01608,11.4754,76.7912,2024-04-17,20:35:07,Sunday,764,Urban,40,Fog,670,Daylight,87,1,3,2,Yes,Mobile
A01609,8.1097,77.1157,2024-06-14,01:07:31,Monday,1920,Urban,40,Overcast,494,Daylight,57,1,2,3,No,Alcohol
A01610,11.9764,76.4991,2024-10-08,16:31:19,Friday,678,Urban,60,Clear,1612,Daylight,72,2,4,3,Yes,Alcohol
A01611,9.4602,75.456,2024-08-29,10:22:01,Saturday,1835,Residential,60,Fog,434,Daylight,66,1,3,3,No,Alcohol
A01612,9.5238,74.7637,2024-04-20,15:23:44,Tuesday,1478,Urban,70,Rain,296,Daylight,44,3,2,3,Yes,Mobile
A01613,9.1528,77.3521,2024-10-07,03:30:34,Tuesday,1883,Highway,30,Clear,355,Daylight,18,2,1,2,No,Mobile
A01614,8.9996,77.3729,2024-02-29,01:56:08,Sunday,1831,Residential,60,Rain,522,Daylight,45,1,4,2,Yes,Mobile
A01615,9.1345,74.1542,2024-02-21,22:22:21,Wednesday,1908,Residential,70,Overcast,105,Night,101,2,4,2,No,Fatigue
A01616,11.2913,74.7366,2024-08-13,19:33:58,Wednesday,1426,Residential,50,Overcast,395,Night,102,2,3,1,No,Fatigue
A01617,8.4321,74.9353,2024-08-30,03:21:49,Monday,259,Highway,30,Clear,1306,Night,90,1,1,2,Yes,Alcohol
A01618,8.0545,76.7583,2024-10-26,16:35:48,Wednesday,885,Urban,70,Clear,1896,Daylight,33,3,3,3,No,None
A01619,11.928,77.2131,2024-10-29,21:30:49,Wednesday,760,Residential,50,Clear,1697,Daylight,69,3,4,2,Yes,Mobile
A01620,11.4947,76.4056,2024-10-20,20:32:00,Tuesday,755,Urban,40,Clear,1635,Night,58,1,1,3,Yes,None
A01621,9.7725,76.8459,2024-02-12,00:56:13,Wednesday,235,Urban,60,Clear,656,Night,77,1,4,0,Yes,None
A01622,10.0697,77.3466,2024-08-26,15:02:37,Thursday,1951,Residential,70,Clear,1174,Daylight,79,3,3,2,Yes,Alcohol
A01623,11.2133,74.7386,2024-08-30,02:07:22,Monday,1991,Highway,40,Overcast,1717,Night,37,2,2,1,Yes,Mobile
A01624,8.3853,74.7436,2024-12-15,15:04:25,Tuesday,514,Highway,50,Rain,1485,Daylight,185,2,3,3,No,None
A01625,11.7005,75.2248,2024-01-10,07:37:54,Wednesday,1638,Highway,70,Overcast,1502,Night,99,3,3,3,No,Alcohol
A01626,11.0261,74.959,2024-12-20,13:13:21,Friday,1269,Urban,30,Rain,707,Daylight,107,1,3,1,Yes,Alcohol
A01627,10.4414,76.4533,2024-02-18,19:52:24,Saturday,1306,Residential,60,Overcast,1334,Daylight,195,2,4,2,Yes,Mobile
A01628,10.6198,75.6052,2024-12-08,04:57:23,Saturday,781,Residential,60,Overcast,233,Night,36,2,3,2,Yes,Fatigue
A01629,10.1305,75.6446,2024-12-25,01:24:01,Saturday,1467,Highway,30,Rain,1479,Daylight,16,2,3,0,Yes,None
A01630,11.8487,74.2008,2024-10-20,17:09:57,Wednesday,325,Highway,70,Overcast,858,Daylight,154,1,2,0,No,None
A01631,9.5373,74.9351,2024-12-30,12:20:02,Thursday,1049,Residential,40,Clear,770,Daylight,86,1,1,3,No,Mobile
A01632,9.5919,74.1339,2024-04-20,20:22:18,Wednesday,933,Highway,50,Fog,1146,Daylight,76,3,4,2,Yes,None
A01633,10.0151,76.6996,2024-09-06,05:05:51,Sunday,1868,Urban,30,Fog,1968,Night,131,1,2,3,No,Alcohol
A01634,8.0478,76.3222,2024-10-16,19:11:06,Friday,395,Urban,40,Clear,1434,Daylight,111,3,4,0,No,Mobile
A01635,12.0695,77.0646,2024-09-22,01:19:46,Saturday,1497,Highway,50,Rain,355,Daylight,141,2,4,1,No,Fatigue
A01636,12.2669,77.4669,2024-08-29,11:19:07,Wednesday,685,Highway,40,Fog,962,Night,18,2,3,0,No,Mobile
A01637,8.5635,74.4172,2024-01-24,04:07:52,Monday,847,Highway,40,Rain,475,Night,16,1,4,2,Yes,None
A01638,9.9799,75.5297,2024-07-10,15:13:12,Saturday,1897,Urban,50,Rain,634,Daylight,118,3,1,2,Yes,Mobile
A01639,9.2786,75.4331,2024-07-19,12:06:12,Saturday,1525,Highway,30,Overcast,627,Daylight,78,1,4,3,No,Mobile
A01640,9.7963,75.1871,2024-05-15,10:15:30,Monday,537,Residential,50,Clear,299,Night,103,1,3,2,No,Alcohol
A01641,10.0465,77.4838,2024-12-22,09:52:11,Wednesday,234,Highway,50,Clear,1339,Night,116,1,2,3,No,None
A01642,10.1289,77.1847,2024-03-25,19:31:21,Wednesday,735,Residential,70,Rain,1403,Daylight,79,1,2,2,Yes,None
A01643,8.0026,75.8971,2024-09-05,18:14:42,Wednesday,1593,Residential,30,Clear,376,Daylight,61,3,1,1,No,Mobile
A01644,8.3427,74.1828,2024-12-20,19:29:52,Wednesday,799,Highway,70,Fog,383,Night,79,2,1,3,Yes,None
A01645,11.8635,77.3109,2024-08-08,14:40:44,Wednesday,377,Urban,30,Clear,1130,Night,164,2,2,0,Yes,Alcohol
A01646,8.9511,77.4643,2024-09-18,08:12:16,Saturday,914,Urban,70,Fog,1071,Night,129,1,1,0,Yes,Alcohol
A01647,12.1957,77.0724,2024-10-14,22:18:46,Monday,517,Highway,70,Overcast,405,Night,70,3,3,0,No,Mobile
A01648,10.0475,77.2615,2024-06-27,11:15:45,Tuesday,827,Residential,30,Overcast,383,Night,43,2,1,2,Yes,Fatigue
A01649,10.8616,74.0986,2024-01-12,17:33:29,Sunday,1288,Highway,50,Rain,1297,Night,121,2,2,1,Yes,Alcohol
A01650,10.9578,77.0713,2024-10-11,14:14:35,Thursday,1744,Highway,70,Clear,938,Night,52,1,1,0,Yes,Fatigue
A01651,12.2919,75.0215,2024-09-13,23:19:42,Monday,1828,Urban,60,Overcast,1853,Night,177,1,4,1,Yes,Fatigue
A01652,11.3872,75.636,2024-10-11,05:50:28,Friday,973,Residential,30,Clear,1496,Daylight,27,2,1,1,Yes,Mobile
A01653,9.5044,74.8247,2024-07-13,20:07:06,Saturday,611,Urban,50,Clear,1080,Daylight,25,1,2,1,No,None
A01654,11.5074,77.0926,2024-12-14,14:31:00,Wednesday,914,Highway,50,Fog,1735,Night,107,3,3,3,No,None
A01655,10.4807,77.1845,2024-04-06,07:09:04,Sunday,869,Highway,50,Overcast,470,Daylight,46,1,3,1,No,None
A01656,11.9512,74.1753,2024-08-16,20:27:37,Tuesday,1509,Residential,70,Overcast,1337,Night,71,2,4,1,No,Fatigue
A01657,8.6822,75.157,2024-12-10,18:48:06,Wednesday,1324,Urban,70,Rain,544,Night,62,3,4,1,No,Alcohol
A01658,11.8228,77.252,2024-09-09,16:08:23,Sunday,443,Residential,30,Clear,444,Daylight,190,2,3,2,No,Fatigue
A01659,9.2678,74.2643,2024-02-23,00:11:35,Friday,1848,Residential,60,Fog,1631,Night,27,2,1,2,Yes,None
A01660,11.3742,76.982,2024-01-04,04:06:08,Thursday,1262,Urban,40,Overcast,1636,Night,51,3,3,0,Yes,None
A01661,8.1201,74.5703,2024-06-14,07:34:38,Tuesday,1486,Urban,50,Rain,544,Night,156,2,1,3,No,None
A01662,8.5332,75.1026,2024-04-01,19:57:34,Saturday,1724,Urban,50,Overcast,1008,Night,111,3,1,0,No,Mobile
A01663,10.9667,75.145,2024-04-19,08:12:59,Saturday,1249,Highway,40,Fog,321,Daylight,105,2,2,1,No,None
A01664,11.7782,75.26,2024-03-21,16:21:18,Friday,645,Residential,50,Clear,942,Night,160,2,2,3,No,Alcohol
A01665,10.7131,74.5458,2024-07-28,23:45:51,Saturday,968,Residential,50,Rain,620,Daylight,190,1,4,3,Yes,Alcohol
A01666,8.1581,75.9219,2024-12-28,05:31:54,Monday,1927,Highway,40,Fog,1637,Night,120,1,2,3,Yes,Fatigue
A01667,9.2436,74.5158,2024-05-16,22:37:31,Wednesday,1971,Urban,30,Overcast,1943,Daylight,159,1,1,3,Yes,Alcohol
A01668,10.8498,77.1516,2024-06-01,09:31:39,Thursday,702,Highway,60,Rain,318,Night,150,1,3,3,No,None
A01669,12.2571,74.4753,2024-05-20,22:53:48,Monday,949,Residential,70,Overcast,213,Daylight,87,3,2,1,No,None
A01670,11.9368,75.9499,2024-06-09,02:07:25,Tuesday,1512,Highway,70,Clear,195,Night,181,1,3,1,Yes,Fatigue
A01671,10.5975,75.7975,2024-01-10,22:04:16,Tuesday,382,Urban,50,Overcast,418,Daylight,34,3,4,2,Yes,Alcohol
A01672,10.3437,74.5741,2024-06-27,10:55:48,Tuesday,1735,Highway,40,Rain,124,Night,135,3,1,1,Yes,None
A01673,12.3336,75.1149,2024-12-09,23:15:14,Thursday,1859,Urban,30,Fog,1446,Daylight,53,1,4,1,Yes,None
A01674,8.762,74.8771,2024-02-27,05:38:01,Sunday,1689,Residential,60,Clear,1131,Night,100,3,1,1,Yes,None
A01675,11.0149,76.325,2024-09-09,09:06:48,Tuesday,1662,Highway,60,Fog,734,Daylight,47,3,3,2,No,Alcohol
A01676,10.7255,75.2244,2024-04-24,02:01:27,Thursday,1774,Residential,70,Clear,1507,Night,153,2,2,3,No,None
A01677,11.2263,74.2136,2024-04-16,21:35:12,Wednesday,1030,Urban,60,Clear,1759,Night,129,2,1,0,No,Alcohol
A01678,10.0228,76.8237,2024-10-21,12:24:12,Friday,1679,Urban,40,Rain,1356,Daylight,145,1,4,2,Yes,Fatigue
A01679,8.21,77.2808,2024-08-16,01:47:52,Friday,1911,Residential,60,Clear,1085,Daylight,125,3,2,1,Yes,Fatigue
A01680,9.7547,75.9867,2024-07-26,01:01:01,Tuesday,535,Highway,70,Clear,1353,Daylight,39,3,4,3,No,Alcohol
A01681,11.0748,76.1377,2024-07-14,23:21:45,Friday,1018,Highway,40,Rain,1108,Night,175,1,4,2,Yes,Alcohol
A01682,8.1494,76.1176,2024-01-25,15:05:08,Tuesday,240,Urban,30,Clear,456,Daylight,15,1,3,3,Yes,Fatigue
A01683,9.8138,75.8237,2024-04-06,04:50:07,Wednesday,678,Highway,70,Rain,168,Night,183,1,1,2,Yes,None
A01684,10.7906,76.2003,2024-06-10,17:55:59,Tuesday,901,Highway,40,Clear,1594,Daylight,45,1,2,3,No,Fatigue
A01685,8.1707,75.0046,2024-11-08,06:32:20,Sunday,1168,Residential,60,Fog,498,Night,149,1,4,1,No,Fatigue
A01686,10.3716,74.0305,2024-10-27,13:49:34,Wednesday,1832,Residential,60,Clear,297,Daylight,191,1,3,2,Yes,Mobile
A01687,10.8178,75.8525,2024-06-24,01:43:01,Wednesday,749,Urban,60,Overcast,166,Night,97,1,4,0,No,Fatigue
A01688,8.5063,75.7893,2024-10-12,19:13:15,Friday,1053,Urban,30,Overcast,747,Night,67,3,3,1,Yes,Fatigue
A01689,10.1777,74.7265,2024-02-25,03:33:42,Thursday,1623,Highway,40,Overcast,753,Night,154,3,2,1,No,Mobile
A01690,11.9802,77.0194,2024-06-10,08:22:02,Monday,1776,Urban,30,Overcast,1389,Night,122,2,4,1,Yes,Mobile
A01691,10.4508,74.1099,2024-01-16,14:33:47,Saturday,763,Residential,40,Overcast,1531,Daylight,142,1,4,1,No,None
A01692,8.9681,75.0233,2024-02-11,21:56:20,Sunday,1558,Urban,70,Fog,1167,Night,130,1,4,1,No,Fatigue
A01693,11.893,77.0387,2024-05-01,16:51:11,Saturday,1062,Urban,60,Fog,1103,Night,199,3,4,2,No,None
